"date","Top 40 Index","Mid Cap Index","Small Cap Index","All-Share Index","Large Cap Index","Fin 15 Index"
2019-04-23,53184.191406,73849.65625,49383.800781,59544.800781,59560.621094,17276.289063
2019-04-24,52785.570313,73175.976563,49367.429688,59102.679688,59120.101563,16988.429688
2019-04-25,52470.359375,73628.171875,49519.609375,58807.070313,58705.359375,16985.480469
2019-04-26,52572.039063,73531.59375,49662.441406,58894.191406,58815.449219,17068.230469
2019-04-29,52385.679688,72887.28125,49763.699219,58662.679688,58617.089844,17081.660156
2019-04-30,52274.03125,72566.4375,50017.148438,58528.398438,58487.558594,17125.869141
2019-05-02,52495.398438,72738.570313,49974,58743.558594,58723.601563,17403.109375
2019-05-03,53028.351563,73624.046875,50253.511719,59335.898438,59305.601563,17602.320313
2019-05-06,52335.691406,73858.632813,50644.988281,58712.828125,58519.078125,17527.400391
2019-05-07,51707.148438,73189.0625,50494.671875,58043.601563,57813.230469,17345.460938
2019-05-09,50264.199219,71545.71875,49889.199219,56496.078125,56203.351563,16867
2019-05-10,50533.589844,71790.476563,50045.671875,56780.75,56504.921875,17296.919922
2019-05-13,50181.398438,71268.46875,49786.691406,56373.679688,56096.75,17228.740234
2019-05-14,50078.011719,70952.78125,49709.890625,56234.28125,55973.738281,17225.800781
2019-05-15,49877.101563,70771,49781.21875,56043.210938,55766.449219,17101.550781
2019-05-16,50360.28125,70870.25,49999.019531,56537.71875,56333.539063,17202.339844
2019-05-17,50081.179688,69875.882813,49514.359375,56183.210938,56056.441406,16847.660156
2019-05-20,49551.148438,69344.617188,49497.949219,55616.96875,55450.328125,16861.849609
2019-05-21,49486.289063,68822.328125,49376.828125,55523.949219,55410.289063,16624.060547
2019-05-22,49193.898438,68991.851563,49263.921875,55231.050781,55045.011719,16670.470703
2019-05-23,48290.128906,68052.671875,48833.589844,54271.238281,54038.640625,16248.679688
2019-05-24,48427.671875,67874.273438,48890.558594,54423.558594,54240.03125,16272.790039
2019-05-27,48497.101563,67741.65625,48957.589844,54488.148438,54330.890625,16282.05957
2019-05-28,48464.671875,67480.679688,48711.75,54431.628906,54306.371094,15907.25
2019-05-29,49003.058594,68262.609375,48557.949219,54997.339844,54887.101563,16243.849609
2019-05-30,49666.851563,69217.40625,48499.140625,55700.589844,55605.878906,16715.179688
2019-05-31,49587.46875,70003.882813,48484.28125,55650.410156,55447.738281,16760.779297
2019-06-03,50213.460938,70810.382813,48547.828125,56286.308594,56100.160156,16951.550781
2019-06-04,50452.378906,70607.8125,48316.300781,56500.378906,56389.640625,16520.359375
2019-06-05,50975.71875,71382.96875,48779.070313,57073.378906,56955.160156,16587.320313
2019-06-06,50988.441406,71057.0625,48456.941406,57090.53125,57029.519531,16514.230469
2019-06-07,51976.890625,71740.296875,48889.140625,58099.839844,58126.929688,16772.580078
2019-06-10,52357.039063,72182.65625,48753.660156,58481.050781,58529.871094,17089.439453
2019-06-11,52656.328125,72243.867188,48416.621094,58767.628906,58876.328125,17179.910156
2019-06-12,52619.429688,72521.882813,48147.398438,58710.550781,58783.871094,17084.75
2019-06-13,52592.429688,72207.367188,48222.800781,58697.628906,58805.289063,16941.019531
2019-06-14,52166.679688,71890.65625,47827.371094,58193.78125,58261.460938,16875.699219
2019-06-18,52593.96875,72089.570313,47746.128906,58629.089844,58757.410156,17124.279297
2019-06-19,52534.390625,71976.296875,47980.75,58564.71875,58685.910156,17345.900391
2019-06-20,52960.800781,72312.539063,48358.601563,58973.621094,59115,17536.529297
2019-06-21,52902.878906,72260.679688,48311.351563,58941.46875,59085.160156,17515.339844
2019-06-24,52760.960938,71900.953125,48039.539063,58756.011719,58920.699219,17282.169922
2019-06-25,52279.511719,72281.296875,48045.261719,58343.230469,58381.351563,17140.230469
2019-06-26,52407.300781,71714.226563,47995.769531,58421.71875,58548.339844,17193.300781
2019-06-27,52056.359375,71512.601563,48101.980469,58066.648438,58147.25,17057.669922
2019-06-28,52198.941406,71328.617188,48114.929688,58203.839844,58333.199219,16992.679688
2019-07-01,52464.75,71107.46875,47841.25,58472.519531,58691.550781,17014.349609
2019-07-02,52093.351563,70657.671875,47952.820313,58092.480469,58291.898438,16834.550781
2019-07-03,51960.558594,70847.359375,48268.140625,58012.179688,58160,16698.929688
2019-07-04,51746.941406,71071.242188,48706.199219,57829.46875,57897.101563,16681.75
2019-07-05,51539.300781,70695.773438,48715.300781,57589.820313,57659.121094,16640.830078
2019-07-08,51649.359375,71225.53125,48738.808594,57731.398438,57759.648438,16718
2019-07-09,50908.511719,70449.03125,48670.078125,56963.800781,56947.339844,16425.699219
2019-07-10,51491.949219,71617.03125,48815.308594,57597.871094,57548.308594,16621.929688
2019-07-11,51188.171875,71419.21875,48677.179688,57273.140625,57192.429688,16503.980469
2019-07-12,51189.53125,71344.6875,48621.738281,57277.351563,57209.039063,16570.130859
2019-07-15,51447.25,71410.773438,48927.421875,57537.230469,57497.820313,16517.220703
2019-07-16,51958.039063,71944.382813,48959.050781,58052.71875,58042.378906,16785.800781
2019-07-17,51565.160156,71406.703125,48712.558594,57636.011719,57624.308594,16493.349609
2019-07-18,51733.359375,72204.359375,48920.828125,57872.53125,57796.660156,16617
2019-07-19,52107.179688,72515.640625,48896.628906,58248.730469,58205.808594,16683.279297
2019-07-22,51890.578125,72167.257813,48645.5,58015.089844,57981.769531,16557.339844
2019-07-23,52209.628906,72072.617188,48529.21875,58309.589844,58348.640625,16675.859375
2019-07-24,51626.640625,71687.273438,48475.121094,57718.101563,57695.851563,16448.419922
2019-07-25,51563.210938,71287.296875,48670.851563,57662.890625,57673.039063,16241.589844
2019-07-26,51522.691406,70668.9375,48431.519531,57570.539063,57650.738281,16027.889648
2019-07-29,51977.410156,71084.71875,48269.359375,58034.769531,58156.789063,16206.160156
2019-07-30,51206.878906,70652.578125,48177.488281,57241.550781,57271.421875,15904.030273
2019-07-31,50798.699219,69781.710938,48160.449219,56784.609375,56838.609375,15770.219727
2019-08-01,51331.519531,68925.242188,48013.328125,57223.609375,57474.871094,15744.099609
2019-08-02,50332.328125,69246.78125,47973.261719,56273.921875,56306.070313,15536.200195
2019-08-05,49066.140625,68860.171875,47219.78125,54975.378906,54839.800781,15165.629883
2019-08-06,49113.359375,69431.101563,47474.21875,55062.011719,54860.699219,15167.44043
2019-08-07,49253.738281,69880.523438,47542.660156,55225.320313,54995.480469,15028.549805
2019-08-08,49619.578125,69164.882813,47510.351563,55535.238281,55455.878906,14896.980469
2019-08-12,49512.941406,69171.28125,47012.789063,55371.53125,55279.851563,14726.139648
2019-08-13,49448.441406,67798.078125,46320.96875,55191.96875,55266.988281,14751.120117
2019-08-14,48277.820313,67634.179688,46041.960938,54029.429688,53915.730469,14416.589844
2019-08-15,48116.96875,66992.9375,45700.601563,53840.929688,53785.949219,14755.480469
2019-08-16,48158.378906,66677.390625,45657.578125,53874.519531,53867.480469,14748.820313
2019-08-19,48646.949219,67193.710938,45460.441406,54386.308594,54418.761719,14753.259766
2019-08-20,48545.628906,67383.953125,45357.851563,54280.800781,54273.230469,14756.530273
2019-08-21,48837.011719,68353.570313,45600.058594,54638.03125,54566.109375,15009.849609
2019-08-22,48435.039063,67477.90625,45254.820313,54187.929688,54154.921875,14880.870117
2019-08-23,48247.949219,67381.171875,45392.640625,53995.820313,53933.210938,14792.839844
2019-08-26,48042.941406,67808.757813,45155.109375,53811.890625,53669.679688,14741.219727
2019-08-27,48147.851563,67761.929688,44833.910156,53895.75,53787.980469,14651.259766
2019-08-28,48429.351563,68789.03125,44998.410156,54255.621094,54079.78125,14789.700195
2019-08-29,48561.359375,68750.046875,45028.03125,54411.46875,54268.941406,14700.580078
2019-08-30,49320.230469,69958.5,45326.738281,55259.570313,55113.339844,15132.839844
2019-09-02,48889.371094,69173.6875,45256.421875,54785.179688,54650.988281,14948.179688
2019-09-03,48872.851563,69099.320313,45310.628906,54742.070313,54606.980469,15050.110352
2019-09-04,49031.011719,68818.851563,45453.738281,54907.171875,54833.21875,15105.660156
2019-09-05,49576.769531,69127.867188,45657.671875,55476.359375,55463.359375,15451.330078
2019-09-06,49673.769531,69322.046875,45702.769531,55591.089844,55573.539063,15610.589844
2019-09-09,49602.199219,69076.570313,45668.328125,55523.070313,55525,15624.679688
2019-09-10,49484.558594,68451.773438,45665.140625,55335.808594,55381.289063,15622.150391
2019-09-11,50359.148438,69009.40625,45822.710938,56243.78125,56384.941406,15677.549805
2019-09-12,50768.839844,70282.398438,46154.308594,56781.941406,56851.261719,15996.730469
2019-09-13,51145.558594,69803.8125,46209.171875,57123.78125,57316.320313,16272.620117
2019-09-16,51801.53125,70898.75,46577.671875,57853.898438,58032.089844,16805.849609
2019-09-17,50873.910156,70133.796875,45960.488281,56895.230469,57012.53125,16361.620117
2019-09-18,50134.230469,70396.03125,46139.550781,56220.410156,56169.328125,16398.730469
2019-09-19,50077.78125,69818.398438,46506.640625,56123.828125,56112.851563,16355.179688
2019-09-20,50341.640625,70286.5,46017.789063,56406.890625,56409.878906,16038.469727
2019-09-23,49559.371094,70090.398438,45970.089844,55622.800781,55479.109375,15823.349609
2019-09-25,48865.058594,69285.109375,45973.261719,54876.828125,54686.261719,15487.030273
2019-09-26,49243.648438,69979.71875,45859.058594,55271.378906,55069.5,15798.240234
2019-09-27,49167.519531,69856.09375,46015.730469,55209.03125,55004.769531,15665.139648
2019-09-30,48813.589844,69379.601563,46161.421875,54824.96875,54599.53125,15418.459961
2019-10-01,48938.160156,69723.859375,45771.289063,54945.890625,54712.960938,15417.919922
2019-10-02,48005.410156,69600.328125,45981.011719,54003.820313,53565.328125,15281.120117
2019-10-03,47743.890625,69495.9375,45958.019531,53727.289063,53242.761719,15241.80957
2019-10-04,47975.441406,69965.960938,45700.121094,53993.871094,53509.800781,15443.230469
2019-10-07,48635.628906,71268.179688,45955.171875,54714.75,54183.878906,15477.679688
2019-10-08,48465.320313,71221.601563,45978.851563,54532.679688,53966.328125,15355.099609
2019-10-09,48310.691406,70875.960938,45856.710938,54339.46875,53787.628906,15306.950195
2019-10-10,49032.539063,71244.867188,45998.988281,55071.769531,54623.648438,15590.469727
2019-10-11,49404.058594,72013.953125,46088.070313,55537.019531,55072.820313,15960.700195
2019-10-14,49110.738281,71618.6875,46157.199219,55219.210938,54740.238281,15910.769531
2019-10-15,49391.199219,72416.953125,46484.589844,55573.789063,55038.449219,16010.490234
2019-10-16,49855.058594,73218.601563,46869.101563,56090.511719,55532.628906,16182.799805
2019-10-17,49715.300781,73517.40625,46882.671875,55993.421875,55366.980469,16167.129883
2019-10-18,49510.898438,72847.859375,46657.960938,55722.789063,55147.511719,16038.820313
2019-10-21,49834.609375,73271.578125,46862.679688,56110.78125,55549.660156,16186.900391
2019-10-22,49610.140625,73775.210938,46983.019531,55936.828125,55253.488281,16352.490234
2019-10-23,49244.550781,73822.671875,47025.828125,55571.449219,54795.769531,16167.450195
2019-10-24,49124.429688,74035.09375,46841.890625,55478.449219,54657.199219,16004.629883
2019-10-25,48858.46875,73546.460938,46879.421875,55141.980469,54317.449219,15941.790039
2019-10-28,49516.5,73858.632813,46554.609375,55761.980469,55045.148438,16181.400391
2019-10-29,49477.441406,73580.757813,46499.121094,55716.691406,55034.660156,16160.69043
2019-10-30,49629.320313,73601.992188,46492.550781,55872.601563,55223.089844,15835.80957
2019-10-31,50168.480469,74113.601563,46815.449219,56425.109375,55808.449219,15854.219727
2019-11-01,50428.140625,74023.65625,46634.96875,56650.011719,56106.378906,15829.009766
2019-11-04,50673.730469,74217.101563,46854.871094,56928.871094,56409.230469,16139.589844
2019-11-05,50984.378906,74340.132813,46658.300781,57246.910156,56789.550781,16459.050781
2019-11-06,51410.320313,74964.539063,46477.300781,57652.578125,57199.808594,16536.130859
2019-11-07,51223.339844,74745.757813,46528.859375,57483,57022.898438,16506.359375
2019-11-08,50406.941406,74082.71875,46124.96875,56617.019531,56079.570313,16394.080078
2019-11-11,49976.019531,73305.921875,46150.179688,56174.929688,55654.921875,16317.570313
2019-11-12,50210.488281,73829.851563,45786.769531,56399.101563,55865.929688,16386.650391
2019-11-13,50115.488281,74569.390625,45747.089844,56338.328125,55679.640625,16252.200195
2019-11-14,50012.480469,74712.460938,45821.351563,56235.941406,55528.679688,16263.089844
2019-11-15,49784.828125,74974.007813,45953.351563,56054.769531,55260.261719,16287.219727
2019-11-18,50191.03125,75297.53125,46091.359375,56467.03125,55710.558594,16236.139648
2019-11-19,51060.339844,76009.960938,46382.890625,57372.550781,56699.859375,16476.849609
2019-11-20,50971.628906,76230.1875,46471.238281,57313.441406,56589.550781,16656.650391
2019-11-21,50235.679688,75716.039063,46124.78125,56540.25,55734.691406,16338.759766
2019-11-22,50484.878906,75017.726563,46057.269531,56759.621094,56114.171875,16287.889648
2019-11-25,50474.910156,74965.492188,45962.578125,56747.878906,56112,15972.700195
2019-11-26,49818.421875,74520.273438,45806.75,56053.378906,55334.648438,15597.620117
2019-11-27,49910.570313,74619.898438,46009.71875,56173.859375,55458.199219,15752.040039
2019-11-28,49470.550781,74130.703125,46069.53125,55702.449219,54951.839844,15560.200195
2019-11-29,49093.160156,74380.648438,46127.890625,55349.011719,54476.960938,15578.730469
2019-12-02,48609,73869.796875,45794.679688,54814.070313,53913.488281,15381.790039
2019-12-03,48299.660156,74647.546875,45543.101563,54485.410156,53401.921875,15232.570313
2019-12-04,48809.328125,74921.203125,45597.488281,55022.871094,54017.328125,15408.870117
2019-12-05,48589.710938,74901.609375,45318.929688,54779.761719,53734.328125,15328.959961
2019-12-06,49065.210938,75308.296875,45850.96875,55307.308594,54295.808594,15509.820313
2019-12-09,49019.878906,75328.84375,45902.21875,55269.199219,54243.578125,15434.320313
2019-12-10,49225.730469,75138.882813,45750.730469,55417.929688,54462.101563,15327.910156
2019-12-11,49537.289063,76182.859375,45826.679688,55766.449219,54726.390625,15388.639648
2019-12-12,49603.058594,76163.921875,46043.300781,55824.078125,54790.359375,15363.129883
2019-12-13,50499.019531,76917.84375,45997.539063,56749.121094,55812.398438,15860.919922
2019-12-17,50994.191406,78100.882813,46296.078125,57326.179688,56325.988281,15871.700195
2019-12-18,51462.5,78344.890625,46223.261719,57767.808594,56834,16162.80957
2019-12-19,51268.609375,77798.796875,46300.261719,57558.921875,56657.890625,15993.540039
2019-12-20,51151.121094,77500.078125,46074.828125,57411.210938,56532.460938,15813.179688
2019-12-23,50876.109375,76599.609375,45900.851563,57092.851563,56287.800781,15791.969727
2019-12-24,51023.929688,77149.546875,45859.578125,57244.871094,56391.679688,15743.910156
2019-12-27,51147.449219,77692.203125,46062.179688,57430.699219,56527.378906,15782.55957
2019-12-30,51398.390625,78260.421875,46026.628906,57703.558594,56776.578125,15921.480469
2019-12-31,50816.050781,77532.453125,45962.941406,57084.101563,56130.738281,15675.610352
2020-01-02,51438.039063,77742.96875,46150.089844,57718,56868.480469,15789.780273
2020-01-03,51536.5,78117.40625,45977.089844,57810,56931.5,15701.860352
2020-01-06,50999.609375,76964.132813,45945.140625,57195.351563,56355.621094,15337.790039
2020-01-07,51154.441406,77237.632813,46376.570313,57384.410156,56526.570313,15365.330078
2020-01-08,51090.539063,77516.21875,45915.148438,57322.328125,56427.921875,15353.429688
2020-01-09,50916.058594,77242.671875,45810.210938,57128.679688,56236.859375,15394.30957
2020-01-10,51245.429688,77420.578125,46000.351563,57484.839844,56638.421875,15431.620117
2020-01-13,51343.390625,77286.28125,45974.851563,57572.71875,56768.121094,15283.55957
2020-01-14,51725.890625,77539.640625,46142.960938,57967.128906,57206,15541.200195
2020-01-15,51835.058594,78026.09375,46041.089844,58063.589844,57254.121094,15590.709961
2020-01-16,51965.238281,78457.921875,46224.5,58217.429688,57368.460938,15584.25
2020-01-17,52735.75,79191.90625,46065.910156,59001.871094,58225.800781,15428.419922
2020-01-20,52638.53125,79245.679688,45887.070313,58850.410156,58039.46875,15326.429688
2020-01-21,51835.359375,77629.507813,45498.488281,57976.390625,57232.101563,15292.75
2020-01-22,51808.621094,77347.023438,45504.101563,57918.890625,57204.699219,15273.990234
2020-01-23,50847.578125,75943.382813,45411.679688,56894.671875,56167.070313,15140.299805
2020-01-24,51212.261719,76070.492188,45621.929688,57261.039063,56588.078125,15232.169922
2020-01-27,49949.238281,74583.546875,45172.898438,55902.941406,55169.089844,14948.330078
2020-01-28,49800.269531,74300.25,45049.820313,55748.238281,55028.160156,14872
2020-01-29,50343.609375,75247.6875,45366.960938,56370.71875,55632.660156,15024.860352
2020-01-30,50552.710938,75712.289063,45432.828125,56590.929688,55828.589844,15079.410156
2020-01-31,50072.609375,74868.953125,45489.320313,56079.539063,55327.949219,14757.75
2020-02-03,49903.25,74090.429688,44946.988281,55828.488281,55163.679688,14712.429688
2020-02-04,50892.53125,75211.023438,45032.578125,56817.03125,56201.441406,14979.709961
2020-02-05,51484.328125,75433.601563,45187,57426.199219,56908.628906,15221.400391
2020-02-06,51612.070313,74977.78125,45113.960938,57531.488281,57111.558594,15359.730469
2020-02-07,51396.070313,74689.320313,45145.589844,57276.488281,56841.390625,15172.389648
2020-02-10,51007.050781,74332.40625,44683.25,56847.738281,56390.199219,15066.509766
2020-02-11,51201.078125,74002.726563,44525.238281,56981.199219,56612.03125,15087.379883
2020-02-12,52000.03125,73806.140625,44488.359375,57744.128906,57581.28125,15311.480469
2020-02-13,52055.558594,74388.671875,44510.339844,57835.691406,57602.898438,15270.519531
2020-02-14,52049.980469,75170.460938,44614.671875,57861.761719,57509.699219,15293.200195
2020-02-17,52357.570313,75857.5,44676.179688,58187.960938,57801.699219,15325.919922
2020-02-18,51922.160156,75185.671875,44449.140625,57714.660156,57333.960938,15237.169922
2020-02-19,52126.578125,76445.632813,44178.519531,57940.96875,57429.570313,15225.169922
2020-02-20,52033.261719,75356.203125,43860.179688,57793.03125,57430.019531,14962.070313
2020-02-21,51582.429688,75065.296875,43483.660156,57336.210938,56930.378906,14756.269531
2020-02-24,49282.53125,71635.523438,42086.039063,54881.558594,54505.890625,14191.969727
2020-02-25,49303.269531,70635.53125,41726.570313,54809.511719,54587.589844,14039.349609
2020-02-26,49500.519531,71348.78125,41886.351563,55047.199219,54762.46875,14670.400391
2020-02-27,48032.828125,69198.773438,40998.71875,53444.828125,53164.980469,14010.570313
2020-02-28,45851.761719,65211.921875,39424.800781,51038.179688,50893.21875,13551.820313
2020-03-02,46648.199219,66043.992188,39543.589844,51840.089844,51744.738281,13571.480469
2020-03-03,47671.238281,67737.351563,40459.820313,52957.851563,52816.070313,13774.299805
2020-03-04,47560.679688,68524.453125,41081.578125,52926.75,52628.828125,13930.349609
2020-03-05,47618.75,68109.296875,40704.539063,52936.269531,52721.308594,13792.19043
2020-03-06,46759.71875,68812.273438,40188.039063,52064.71875,51564.921875,13363.709961
2020-03-09,43687.171875,65175.890625,38914.640625,48819.550781,48195.609375,12779.080078
2020-03-10,44252.339844,65536.570313,39364.96875,49466.011719,48914.210938,13001.490234
2020-03-11,43891.488281,65501.328125,38835.671875,49074.089844,48461.601563,12974.929688
2020-03-12,39536.179688,58552.71875,35713.53125,44303.46875,43811.261719,12148.540039
2020-03-13,39476.089844,57954.699219,35359.078125,44177.628906,43764.648438,12079.290039
2020-03-16,36301.808594,52684.171875,31581.169922,40500.230469,40227.5,10799.55957
2020-03-17,37375.328125,53798.25,31358.279297,41579.578125,41391.511719,10630.5
2020-03-18,34715.640625,48832.96875,29315,38604.878906,38590.621094,9309.280273
2020-03-19,34239.300781,47473.621094,28111.880859,37963.011719,38063.679688,8650.700195
2020-03-20,36302.300781,49484.351563,31159.210938,40272,40452.398438,9191.009766
2020-03-23,34695.898438,45413.441406,28301.339844,38267.210938,38769.101563,8177.950195
2020-03-24,37550.71875,46793.070313,28591.650391,41149.351563,42117.980469,8750.19043
2020-03-25,39493.21875,49512.75,29661.310547,43278.25,44269.210938,9298.570313
2020-03-26,41110.449219,51467.398438,30997.5,45046.351563,46082.539063,10018.429688
2020-03-27,39172.390625,48952.679688,30169.269531,42946.828125,43921.898438,9028.320313
2020-03-30,39756.738281,48106.191406,29808.800781,43413.628906,44660.378906,8763.879883
2020-03-31,40738.570313,49422.859375,30734.800781,44490.308594,45738.121094,9379.839844
2020-04-01,40027.410156,48813.378906,30166.199219,43732.441406,44923.300781,9309.179688
2020-04-02,41245.261719,50030.839844,30962.589844,45060.691406,46337.269531,9404.44043
2020-04-03,40873.410156,48871.148438,30727.449219,44598.699219,45963.769531,9143.839844
2020-04-06,42534.539063,49740.269531,30865.109375,46240.351563,47859.050781,9658.830078
2020-04-07,43590,51437.71875,32369.259766,47496.71875,49068.460938,10143.599609
2020-04-08,42772.199219,50872.789063,32905.140625,46689.898438,48128.410156,9756.94043
2020-04-09,43837.449219,53818.46875,34285.898438,48011.558594,49221.261719,10325.339844
2020-04-14,45580.910156,55991.921875,35687.648438,49874.511719,51113.53125,10592.44043
2020-04-15,44202.898438,53576.808594,34605.28125,48301.28125,49605.171875,9872.150391
2020-04-16,44180,53377.640625,34113.878906,48245.109375,49593.140625,9585.509766
2020-04-17,45044.371094,53753.140625,34655.128906,49134.648438,50611.660156,9777.599609
2020-04-20,44796.921875,53312.960938,34239.109375,48849.519531,50350.019531,9587.639648
2020-04-21,43737.550781,51896.078125,32946.421875,47628.871094,49128.28125,9436.580078
2020-04-22,44248.820313,51858,32844.609375,48108.488281,49736.808594,9328.389648
2020-04-23,45661.960938,52764.859375,33322.210938,49601.820313,51423.28125,9477.80957
2020-04-24,45595.46875,52329.148438,33215.171875,49527.230469,51407.171875,9553.419922
2020-04-28,46100.710938,52558.359375,33191.691406,50029.21875,51995.828125,9752.179688
2020-04-29,46831.621094,53717.109375,33654.25,50857.25,52813.558594,10174.870117
2020-04-30,46348.261719,53194.109375,33400.390625,50336.71875,52264,10205.080078
2020-05-04,45254.03125,52243.890625,32923.121094,49186.589844,51011.890625,9715.30957
2020-05-05,45210.390625,52549.148438,32882.5,49184.160156,50960.980469,9940
2020-05-06,45952.519531,52214.550781,32651.439453,49831.988281,51834.03125,9798.009766
2020-05-07,46096.03125,52745.441406,32767.689453,50019.699219,51974.941406,9879.580078
2020-05-08,47061.570313,53420.589844,32592.830078,51003.578125,53098.289063,10055.209961
2020-05-11,46359.511719,52391.339844,31999.869141,50202.851563,52299.980469,9667.230469
2020-05-12,46518.03125,51965.429688,32230.679688,50319.410156,52503.050781,9503.44043
2020-05-13,46416.441406,51248.601563,31923.410156,50152.050781,52427.628906,9320.219727
2020-05-14,45445.101563,50049.179688,31582.429688,49113.058594,51347.71875,8860.110352
2020-05-15,45948.359375,50658.121094,31532.119141,49628.71875,51892.628906,8965.139648
2020-05-18,47673.539063,51899.171875,31474.859375,51382.058594,53875.339844,9240.019531
2020-05-19,48160.648438,52920.699219,31966.699219,51950.140625,54390.398438,9459.490234
2020-05-20,48379.910156,52723,31376.259766,52142.75,54691.800781,9469.549805
2020-05-21,47232.261719,52867.109375,31214.269531,51022.761719,53284.699219,9625.969727
2020-05-22,46432.039063,51738.859375,30825.929688,50147.210938,52398.558594,9463.349609
2020-05-25,46351.261719,51586.5,31009.269531,50074.210938,52323.128906,9286.830078
2020-05-26,46795.96875,52677.308594,31341.140625,50602.5,52786.570313,9821.150391
2020-05-27,46600.640625,52981.929688,31520.099609,50495.949219,52595.800781,9840.879883
2020-05-28,47440.058594,54096.519531,32057.349609,51389.121094,53498.46875,10016.299805
2020-05-29,46544.789063,53304.269531,32179.529297,50483,52494.070313,9728.860352
2020-06-01,46950.121094,53437.800781,32894.128906,50929.589844,52991.199219,9657.219727
2020-06-02,48318.289063,55813.460938,34414.671875,52496.859375,54477.890625,10150.110352
2020-06-03,49300.101563,58121.558594,35485.75,53645.28125,55477.761719,11048.589844
2020-06-04,48837.53125,57954.128906,35442.789063,53204.789063,54959.519531,10957.049805
2020-06-05,50199.800781,59661.328125,36426.960938,54722.378906,56519.769531,11467.530273
2020-06-08,50117.628906,59893.730469,36892.839844,54684.320313,56411.199219,11281.879883
2020-06-09,49915.738281,59739.300781,36917.859375,54483.480469,56185.269531,11235.80957
2020-06-10,49204.820313,58458.21875,36586.5,53672.628906,55401.351563,10895.570313
2020-06-11,48892.121094,57603.960938,36614.050781,53295.300781,55069.03125,10657.69043
2020-06-12,49247.691406,57616.210938,36683.050781,53639.640625,55491.511719,10775.030273
2020-06-15,47919.519531,56492.539063,36264.730469,52270.199219,53992.308594,10469.69043
2020-06-17,49661.140625,57742.820313,36650.570313,54027.421875,55954.71875,10768.150391
2020-06-18,49589.109375,57403.199219,36665.671875,53941.21875,55901.710938,10491.519531
2020-06-19,49812.339844,58289.5,36755.660156,54224.398438,56105.871094,10552.730469
2020-06-22,49877.859375,57783.421875,36727.898438,54230.171875,56196.300781,10268.040039
2020-06-23,51193.191406,57842.21875,36593.230469,55474.929688,57741.148438,10222.80957
2020-06-24,50193.800781,57022.171875,36395.210938,54447.730469,56606.898438,10123.910156
2020-06-25,49732.921875,56199.019531,36044.671875,53914.050781,56094.46875,10172.660156
2020-06-26,49477.851563,56112.898438,35847.410156,53648.050781,55787.789063,9956.009766
2020-06-29,49920.089844,56912.160156,36034.320313,54141.5,56262.421875,10106.370117
2020-06-30,50174.949219,56482.480469,35784.199219,54362.359375,56619.269531,10033.830078
2020-07-01,49570.878906,56752.480469,35690.738281,53787.71875,55865.980469,10002.370117
2020-07-02,50309.769531,57843.730469,36058.96875,54617.191406,56701.871094,10214.889648
2020-07-03,50179.890625,58163.230469,36179.929688,54521.898438,56525.550781,10150.019531
2020-07-06,50503.910156,58073.121094,36239.140625,54846.28125,56940.359375,10134.530273
2020-07-07,50922.320313,58281.160156,35984.730469,55243.800781,57413.898438,10086.990234
2020-07-08,51558.75,58422.628906,35974.550781,55870.691406,58170.878906,10275.290039
2020-07-09,51536.910156,57902.160156,35619.480469,55787.898438,58170.28125,10339.639648
2020-07-10,51154.078125,57539.359375,35582.011719,55417.890625,57770.878906,10472.30957
2020-07-13,51874.808594,58610.03125,35517.671875,56199.460938,58572.640625,10703.820313
2020-07-14,51235.089844,58095.878906,35114.191406,55531.050781,57845.449219,10528.080078
2020-07-15,51606.699219,58463.121094,35353.359375,55947.050781,58291,10530.450195
2020-07-16,51363.488281,58771.71875,35565.449219,55729.449219,57959.738281,10731.299805
2020-07-17,51515.878906,58743.851563,35861.558594,55911.800781,58175.808594,10613.400391
2020-07-20,51852.21875,58806.820313,36054.230469,56265.359375,58595.328125,10615.929688
2020-07-21,52016.519531,58743.210938,36133.28125,56422.140625,58796.480469,10688.19043
2020-07-22,51412.019531,58574.328125,36088.410156,55834.238281,58094.859375,10632.839844
2020-07-23,51683.609375,58247.648438,35908.96875,56070.699219,58451.28125,10383.969727
2020-07-24,51259.480469,58031.390625,35791.828125,55645.648438,57963.640625,10291.320313
2020-07-27,51914.078125,58556.460938,36507.800781,56326.199219,58688.269531,10371.370117
2020-07-28,52043.050781,58741.699219,36518.421875,56488.109375,58859.050781,10560.69043
2020-07-29,52245.75,58983.769531,36237.46875,56707.738281,59107.359375,10788.929688
2020-07-30,51451.441406,57937.179688,36184.78125,55844.898438,58206.671875,10427.879883
2020-07-31,51368.820313,57425.03125,36187.648438,55721.800781,58136.558594,10156.230469
2020-08-03,51571.710938,56786.789063,35744.171875,55829.398438,58396.800781,9805.080078
2020-08-04,51951.339844,56997.398438,36186.179688,56248.929688,58861.828125,9878.549805
2020-08-05,53279.300781,57951.101563,36540.058594,57629.359375,60406.199219,9928.969727
2020-08-06,53350.878906,57801.460938,36447.050781,57656.691406,60469.28125,9888.410156
2020-08-07,52435.648438,57647.03125,36710.878906,56757.730469,59362.320313,9897.959961
2020-08-11,52831.609375,58137.28125,36683.648438,57168.238281,59794.851563,10215.75
2020-08-12,53126.539063,58263.199219,36409.039063,57417.28125,60098.390625,10139.849609
